0.0	0.0	0.0	0.0
0.06	0.44875	0.4648734375000001	0.02412092599203836
0.12	0.79875	0.8207484374999998	0.032050266322437536
0.18	1.28875	1.2128734374999999	0.038961381950328056
0.24	1.70625	1.4324609375	0.04234167206626007
0.3	2.25125	1.7481234374999999	0.04677487742712859
0.36	2.52875	1.9841734375	0.049832930357947794
0.42000000000000004	2.605	2.4589749999999997	0.05547581191054275
0.48	2.7825	2.37019375	0.054465128755130016
0.5399999999999999	3.0325	2.26644375	0.0532597450054688
0.6	3.40125	2.6377484375000004	0.05745704645305819
