4	0.6	1.41375	0.8275609374999999	0.03218300567368966
4	0.6	1.45625	0.9280859374999999	0.03408165739938216
6	0.6	2.16	1.4594000000000003	0.04273795931555545
6	0.6	2.18625	1.5440609375	0.04396011586208867
8	0.6	2.81	2.0263999999999998	0.050360403222829316
8	0.6	2.98375	1.7234859375000002	0.04644409261734813
8	0.6	2.475	1.674375	0.045777595341980525
10	0.6	3.6675	2.53194375	0.05629290187049564
10	0.6	3.235	2.1997750000000003	0.052470565084152786
10	0.6	3.40125	2.6377484375000004	0.05745704645305819
12	0.6	4.325	2.864375	0.05987445145821193
14	0.6	4.68375	3.2637359375000004	0.06391225149953392
14	0.6	4.58375	3.2854859374999994	0.06412485803998563
14	0.6	4.62875	3.0534234375000007	0.061818736983035506
14	0.6	4.6775	3.4309937500000003	0.06552945768721863
14	0.6	4.98	3.1620999999999997	0.06290923592729604
16	0.6	5.41	3.7769000000000004	0.06875342749449151
16	0.6	5.3575	3.51719375	0.06634752957609698
16	0.6	5.8075	3.86294375	0.06953217306660424
16	0.6	5.3625	3.73109375	0.06833523481994755
16	0.6	5.39125	3.5181734375	0.06635676923196027
18	0.6	6.04375	4.5593359375	0.07554007413535857
18	0.6	6.15875	4.3710484375	0.07396383479747001
18	0.6	6.135	4.256775	0.07299060408954496
18	0.6	6.4175	4.585693750000001	0.07575811046763926
18	0.6	5.99125	4.3036734375000005	0.07339158468621208
20	0.6	6.74125	5.2992984375	0.08143963140774758
20	0.6	6.835	4.515275	0.07517418238412309
20	0.6	6.90375	4.8219859375	0.07768543109638246
