4	0.3	0.4125	0.37984375	0.021803645020276145
6	0.3	0.5975	0.55049375	0.026248398246619568
8	0.3	0.8275	0.67274375	0.029016928941680026
10	0.3	1.00375	0.9437359375	0.034367809863570346
12	0.3	1.3125	1.22484375	0.03915317229965418
14	0.3	1.385	1.3642750000000001	0.041321642000554965
14	0.3	1.265	1.239775	0.039391094461865735
14	0.3	1.315	1.158275	0.03807434595334132
14	0.3	1.40625	1.2387109375	0.039374186723031175
14	0.3	1.3475	1.2517437499999997	0.03958077797342071
16	0.3	1.47625	1.3519359375	0.04113435262140364
16	0.3	1.56125	1.4737484375	0.042947539636468496
16	0.3	1.51	1.2473999999999998	0.03951204249184477
16	0.3	1.575	1.419375	0.042147826742596164
16	0.3	1.5375	1.37609375	0.041500241264735914
18	0.3	1.745	1.5124750000000002	0.043508159578835574
18	0.3	1.7025	1.6489937500000003	0.04542930733520153
18	0.3	1.68375	1.5562359374999999	0.04413308944380416
18	0.3	1.7075	1.5319437500000002	0.043787285202805046
18	0.3	1.86375	1.6101859374999998	0.04489155250414927
20	0.3	1.88625	1.7058109375	0.04620532801849393
20	0.3	2.0325	1.8039437500000002	0.047515806605241205
20	0.3	1.97875	1.9907984375	0.049916055158417946
20	0.3	1.93125	1.8690234375	0.04836531092633698
20	0.3	1.97125	1.8854234375	0.04857704147097259
