0.0	0.0	0.0	0.0
0.09	0.62625	0.5965609375	0.027324612805238343
0.18	1.46875	1.4365234375	0.04240167065066492
0.27	2.3575	2.31219375	0.05379460485857166
0.36	3.5875	3.4473437499999995	0.06568540860518061
0.45	5.35875	4.715048437499999	0.07681918400154565
0.54	7.46875	5.3340234375	0.08170602266387365
0.63	10.485	6.687275	0.09148527583506688
0.72	15.275	5.931875	0.08616335592861446
0.8099999999999999	18.2725	1.8082437500000004	0.04757240381256377
0.9	19.27875	0.9185484375000001	0.03390608463231736
