0.0	0.0	0.0	0.0
0.1	0.20125	0.19074843749999995	0.015451018229567038
0.2	0.47125	0.4541734375	0.023841714096071165
0.3	0.78125	0.7158984375	0.02993314280480277
0.4	1.20875	1.0751734375000002	0.036683086810510294
0.5	1.685	1.3707749999999999	0.041419962175057924
0.6	2.51375	1.7298109375000001	0.04652923687564936
0.7	3.85875	1.9587984374999998	0.04951325580084589
0.8	5.3175	0.96669375	0.03478332268373956
0.0	0.0	0.0	0.0
0.1	0.1875	0.16734375	0.014472093468524246
0.2	0.425	0.384375	0.021933310001217596
0.3	0.7525	0.6887437500000001	0.02935995906835736
0.4	1.0625	0.91359375	0.03381451558621553
0.5	1.5575	1.32419375	0.040710119501018834
0.6	2.23	1.7695999999999998	0.04706132659175386
0.7	3.1875	2.04234375	0.05055813330765331
0.8	4.545	1.5879750000000001	0.04458085986533813
0.9	5.50375	0.5099859375	0.025264209313082982
1.0	6.00125	0.0012484375000000006	0.0012500000000000002
