4	0.6	1.605	1.158975	0.038085849273629395
6	0.6	2.28	1.9216	0.04904086314312053
8	0.6	2.81	2.0139	0.050204836988793605
10	0.6	3.62875	2.9709234374999998	0.06097788266735113
12	0.6	4.46	3.4284000000000003	0.06550468364532679
14	0.6	5.185	3.8607750000000003	0.06951265180491382
16	0.6	6.04	4.8784	0.07813854388232522
18	0.6	6.96625	4.872610937499999	0.07809216769429562
20	0.6	7.705	5.927975	0.08613502657748694
22	0.6	8.4575	5.925693750000001	0.08611845140322782
22	0.6	8.84	6.114400000000001	0.0874789443645379
22	0.6	8.12875	6.0021734375	0.08667241158833745
22	0.6	8.37	6.2531	0.08846557351377653
22	0.6	8.025	6.364375	0.08924923266849354
22	0.6	8.35	6.9075	0.09297946803916474
22	0.6	8.235	6.169775	0.08787417759991314
22	0.6	8.38	6.855599999999999	0.09262950545912464
22	0.6	8.36	5.8104	0.08527655077828136
24	0.6	9.27375	5.5688109375	0.08348488383630567
24	0.6	9.17	6.191099999999999	0.08802590925901359
24	0.6	9.15	6.5575	0.09059323328702175
24	0.6	9.405	5.610975000000001	0.08380033932561887
24	0.6	9.01	5.5924000000000005	0.08366151481611278
24	0.6	9.165	5.987775000000002	0.0865683912172765
24	0.6	9.24125	6.7830484375000015	0.09213806121674678
24	0.6	9.17	5.491099999999999	0.08290033523440946
24	0.6	9.17	5.551099999999999	0.0833520212671033
26	0.6	10.02	7.2296000000000005	0.09512260713408238
26	0.6	9.74125	4.729298437499999	0.07693517936649782
26	0.6	9.67	4.561099999999999	0.07555468640857343
26	0.6	9.78	6.5716	0.09069057821086088
26	0.6	9.86	6.030399999999999	0.0868759707448848
26	0.6	9.81	5.8439	0.08552202945383357
26	0.6	9.735	5.724774999999999	0.08464587943977347
26	0.6	9.73	5.0171	0.07924155494459675
26	0.6	9.73	4.4071	0.07426822814730519
28	0.6	10.39	8.367899999999999	0.10233751124470293
28	0.6	10.22	9.161599999999998	0.10708096430339606
28	0.6	10.3	9.29	0.10782872433744312
28	0.6	10.39	7.8279	0.09898040918157587
28	0.6	10.395	9.108975000000001	0.10677298036802588
28	0.6	10.28	8.3216	0.1020539993016777
28	0.6	10.705	9.587974999999998	0.10954436868633917
28	0.6	10.385	6.836775	0.09250224094975162
28	0.6	10.275	9.109375	0.10677532468905475
30	0.6	11.16875	10.5877734375	0.11511420806311223
30	0.6	11.3	10.52	0.11474518757922154
30	0.6	11.0	11.1	0.11786587910341578
30	0.6	11.0125	10.37234375	0.11393707367862341
30	0.6	11.01625	10.9734859375	0.1171922563698913
30	0.6	11.16	10.1944	0.11295551640295094
30	0.6	11.7	11.47	0.11981420744378242
30	0.6	11.08	10.2536	0.1132830141796511
30	0.6	11.0775	11.09899375	0.11786053652553771
32	0.6	12.2875	11.34984375	0.11918498652836777
32	0.6	12.145	9.453975	0.10877618799094912
32	0.6	12.285	10.523775	0.11476577333164496
32	0.6	12.03	8.6491	0.104042809134826
32	0.6	12.385	8.856775	0.10528449449456562
32	0.6	12.0225	9.06449375	0.10651196263909299
32	0.6	12.335	10.612775	0.11525004106270935
32	0.6	12.13	10.1431	0.11267095202085854
32	0.6	12.21625	10.519485937499999	0.11474238401845151
34	0.6	12.69	9.743900000000002	0.11043151225362839
34	0.6	12.64	10.6054	0.1152099894848375
34	0.6	12.6	9.8	0.11074895784873429
34	0.6	12.865	10.656774999999998	0.1154887042138808
34	0.6	12.775	10.594375	0.11515008979142707
34	0.6	12.805	9.986975	0.11180046032401131
34	0.6	12.895	9.473975000000001	0.10889118588275955
34	0.6	12.5625	9.78609375	0.11067035328564946
34	0.6	12.605	10.178975000000001	0.11287002836949303
36	0.6	12.8975	10.359493750000002	0.11386647511534725
36	0.6	12.75625	10.4843359375	0.11455052247643627
36	0.6	12.8075	11.17544375	0.11826575232380628
